         3881116 function calls (3838170 primitive calls) in 165.909 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _thresholding.py:9(<module>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:682(_load)
        7    0.000    0.000    0.000    0.000 cmodule.py:2300(<listcomp>)
       13    0.000    0.000    0.000    0.000 case.py:111(skipUnless)
        1    0.000    0.000    0.000    0.000 ssl.py:354(Purpose)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
       10    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.002    0.002 zipfile.py:694(ZipExtFile)
        1    0.000    0.000    0.000    0.000 Image.py:2845(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 traceback.py:403(TracebackException)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 numeric.py:2365(identity)
        1    0.000    0.000    0.000    0.000 unixccompiler.py:45(UnixCCompiler)
        1    0.000    0.000    0.000    0.000 camera.py:2555(_set_contrast)
        1    0.000    0.000    0.000    0.000 _internal.py:210(_getintp_ctype)
        2    0.000    0.000    0.000    0.000 numeric.py:1942(set_string_function)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1329(FunctionTestCase)
        2    0.000    0.000    0.002    0.001 _multivariate.py:1666(__init__)
        1    0.000    0.000    0.000    0.000 color.py:265(Hue)
        1    0.000    0.000    0.000    0.000 request.py:2051(FancyURLopener)
       31    0.000    0.000    0.000    0.000 basic.py:496(c_cleanup)
        4    0.000    0.000    0.000    0.000 rng_mrg.py:858(<listcomp>)
        1    0.000    0.000    0.000    0.000 ltisys.py:50(LinearTimeInvariant)
        1    0.000    0.000    0.003    0.003 pnpoly.py:1(<module>)
        2    0.000    0.000    0.000    0.000 op.py:891(rval)
       10    0.000    0.000    0.000    0.000 vm.py:816(accept_var_updates)
        1    0.000    0.000    0.000    0.000 mimetypes.py:56(MimeTypes)
        2    0.000    0.000    0.000    0.000 pyparsing.py:645(<listcomp>)
       12    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 mmalobj.py:2387(MMALComponent)
        1    0.000    0.000    0.405    0.405 theano_backend.py:1235(gradients)
        1    0.000    0.000    0.000    0.000 configparser.py:34(parse_config_string)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2056(IPv6Interface)
        1    0.000    0.000    0.001    0.001 encoders.py:1148(__init__)
        1    0.000    0.000    0.001    0.001 nnet.py:425(make_node)
        1    0.000    0.000    0.000    0.000 kde.py:42(gaussian_kde)
        1    0.000    0.000    0.001    0.001 configdefaults.py:1807(default_compiledirname)
        1    0.000    0.000    0.000    0.000 encoders.py:1066(PiCookedOneImageEncoder)
        1    0.000    0.000    0.000    0.000 extra_ops.py:73(SearchsortedOp)
        1    0.000    0.000    0.001    0.001 textwrap.py:381(fill)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
       16    0.000    0.000    0.000    0.000 topology.py:341(built)
        1    0.000    0.000    0.000    0.000 _ode.py:690(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _arraytools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
       25    0.000    0.000    0.000    0.000 selections.py:239(mshape)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 transforms.py:1893(Affine2D)
        1    0.000    0.000    0.000    0.000 representer.py:132(SafeRepresenter)
        1    0.000    0.000    0.000    0.000 rk.py:166(RK23)
        1    0.000    0.000    0.000    0.000 opt.py:40(Optimizer)
        6    0.000    0.000    0.000    0.000 printing.py:517(<listcomp>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:70(UnivariateSpline)
        1    0.000    0.000    0.092    0.092 reader.py:45(Reader)
        5    0.000    0.000    0.000    0.000 basic.py:819(_multi)
        2    0.000    0.000    0.000    0.000 optdb.py:198(including)
        1    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:42(decode)
        1    0.000    0.000    0.000    0.000 enum.py:556(IntEnum)
        1    0.000    0.000    0.000    0.000 pathlib.py:259(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 mmalobj.py:1895(MMALPortPool)
        1    0.000    0.000    0.000    0.000 block.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:108(norm_gen)
        1    0.000    0.000    0.000    0.000 graph.py:559(Constant)
        1    0.000    0.000    0.000    0.000 mode.py:240(Mode)
        1    0.000    0.000    0.000    0.000 mnist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:231(AxisConcatenator)
        1    0.000    0.000    0.002    0.002 __init__.py:14(<module>)
        6    0.000    0.000    0.000    0.000 core.py:875(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:265(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 __init__.py:219(Verbose)
        1    0.000    0.000    0.000    0.000 synchronize.py:372(Barrier)
        3    0.000    0.000    0.000    0.000 six.py:117(__getattr__)
        1    0.000    0.000    0.000    0.000 colors.py:1514(LightSource)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:636(__len__)
        1    0.000    0.000    0.000    0.000 heap.py:103(__init__)
        8    0.000    0.000    0.000    0.000 interfaces.py:619(add_weight_args_preprocessing)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 transforms.py:1223(Transform)
        1    0.000    0.000    0.000    0.000 opt.py:5088(<listcomp>)
       32    0.000    0.000    0.000    0.000 case.py:84(_id)
        1    0.000    0.000    0.000    0.000 frames.py:86(PiVideoFrame)
        7    0.000    0.000    0.012    0.002 basic.py:756(__truediv__)
        1    0.000    0.000    0.000    0.000 mmal.py:1415(MMAL_DISPLAYREGION_T)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        7    0.000    0.000    0.000    0.000 cc.py:1104(<listcomp>)
        1    0.000    0.000    0.000    0.000 string.py:174(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:889(RingBuffer)
        1    0.000    0.000    0.000    0.000 threading.py:85(_RLock)
        1    0.000    0.000    0.000    0.000 test_group.py:685(TestExternalLinks)
        8    0.000    0.000    0.000    0.000 case.py:87(skip)
        1    0.000    0.000    0.000    0.000 mmalobj.py:1752(MMALQueue)
       12    0.000    0.000    0.000    0.000 basic.py:178(<genexpr>)
        1    0.000    0.000    0.005    0.005 sysconfig.py:444(_init_posix)
        1    0.000    0.000    0.003    0.003 heap.py:247(__init__)
        1    0.000    0.000    0.000    0.000 streams.py:527(PiCameraDequeHack)
        5    0.000    0.000    0.000    0.000 blas.py:221(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:275(report)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2294(gamma_gen)
        1    0.000    0.000    0.000    0.000 _internal.py:200(dummy_ctype)
        1    0.000    0.000    0.003    0.003 sharedctypes.py:38(_new_value)
        1    0.000    0.000    0.000    0.000 cudnn_recurrent.py:11(_CuDNNRNN)
        5    0.000    0.000    0.000    0.000 iterative.py:61(set_docstring)
        1    0.000    0.000    0.000    0.000 compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mmalobj.py:2968(MMALPythonPortPool)
        9    0.000    0.000    0.000    0.000 graph.py:257(<lambda>)
        1    0.000    0.000    0.000    0.000 configparser.py:1213(SectionProxy)
        3    0.000    0.000    0.001    0.000 __init__.py:475(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 boston_housing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 callbacks.py:242(ProgbarLogger)
        1    0.000    0.000    0.000    0.000 transforms.py:1805(Affine2DBase)
        1    0.000    0.000    0.000    0.000 _readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 __init__.py:243(load)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 streams.py:610(PiCameraCircularIO)
        9    0.000    0.000    0.000    0.000 basic.py:2431(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:626(_get_data_path)
        2    0.000    0.000    0.000    0.000 configparser.py:678(read)
        7    0.000    0.000    0.000    0.000 blas.py:1357(<listcomp>)
        6    0.000    0.000    0.000    0.000 utils.py:41(__init__)
        3    0.000    0.000    0.032    0.011 __init__.py:792(__init__)
        1    0.000    0.000    0.000    0.000 wrappers.py:217(Bidirectional)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2298(invwishart_gen)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 opt.py:4584(Canonizer)
        8    0.000    0.000    0.000    0.000 __init__.py:309(ge)
        1    0.000    0.000    0.000    0.000 colors.py:1052(SymLogNorm)
        1    0.000    0.000    0.000    0.000 tempfile.py:916(TemporaryDirectory)
        4    0.000    0.000    0.000    0.000 ops.py:23(register_view_op_c_code)
        1    0.000    0.000    0.000    0.000 params_type.py:537(c_lib_dirs)
        1    0.000    0.000    0.000    0.000 nonlin.py:690(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
       25    0.000    0.000    0.000    0.000 selections.py:158(id)
        1    0.000    0.000    0.000    0.000 shlex.py:114(read_token)
        1    0.000    0.000    0.003    0.003 basic.py:2482(ones_like)
        1    0.000    0.000    0.000    0.000 dep_util.py:5(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:1273(MaxAndArgmax)
        1    0.000    0.000    0.000    0.000 ops.py:814(SpecifyShape)
        1    0.000    0.000    0.003    0.003 _label.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:476(CFunctionType)
        2    0.000    0.000    0.000    0.000 rcsetup.py:318(__call__)
       18    0.000    0.000    0.000    0.000 {function PiRGBArray.flush at 0x7539c780}
      2/1    0.000    0.000    0.000    0.000 topology.py:2711(get_source_inputs)
        7    0.000    0.000    0.000    0.000 pyparsing.py:437(__iter__)
        1    0.000    0.000    0.000    0.000 type.py:274(PureType)
        1    0.000    0.000    0.000    0.000 constructor.py:467(Constructor)
        1    0.000    0.000    0.000    0.000 sysconfig.py:180(_getuserbase)
        3    0.000    0.000    0.000    0.000 opt.py:3200(local_subtensor_of_dot)
        1    0.000    0.000    0.000    0.000 calendar.py:48(_localized_month)
        1    0.000    0.000    0.001    0.001 os.py:40(_get_exports_list)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:345(<genexpr>)
        1    0.000    0.000    0.000    0.000 nnet.py:120(c_code_template)
        1    0.000    0.000    0.000    0.000 core.py:2400(_MaskedPrintOption)
        1    0.000    0.000    0.009    0.009 topology.py:1375(Input)
        1    0.000    0.000    0.000    0.000 ltisys.py:298(dlti)
        1    0.000    0.000    0.001    0.001 configparser.py:446(ExtendedInterpolation)
        4    0.000    0.000    0.000    0.000 type.py:960(<listcomp>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:38(_remove)
        1    0.000    0.000    0.000    0.000 subprocess.py:1201(<listcomp>)
        8    0.000    0.000    0.000    0.000 topology.py:357(non_trainable_weights)
        1    0.000    0.000    0.000    0.000 dis.py:405(Bytecode)
        1    0.000    0.000    0.000    0.000 basic.py:1023(ScalarOp)
        3    0.000    0.000    0.000    0.000 configparser.py:412(FloatParam)
        1    0.000    0.000    0.000    0.000 mmalobj.py:2365(_get_info_rev)
        2    0.000    0.000    0.000    0.000 training.py:312(_collect_metrics)
        3    0.000    0.000    0.000    0.000 core.py:835(__init__)
        1    0.000    0.000    0.000    0.000 cpucount.py:37(cpuCount)
        1    0.000    0.000    0.000    0.000 camera.py:298(<dictcomp>)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 array.py:241(PiYUVArray)
        4    0.000    0.000    0.000    0.000 activations.py:83(deserialize)
        1    0.000    0.000    0.000    0.000 greyreconstruct.py:11(<module>)
        1    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        1    0.000    0.000    0.000    0.000 op.py:491(PureOp)
        1    0.000    0.000    0.000    0.000 opt.py:1858(NavigatorOptimizer)
       14    0.000    0.000    0.000    0.000 selectors.py:198(__enter__)
        1    0.000    0.000    0.000    0.000 argparse.py:1055(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 mmal.py:920(MMAL_PARAMETER_CAMERA_CONFIG_T)
        1    0.000    0.000    0.002    0.002 sysconfig.py:332(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 camera.py:2093(_get_framerate)
        1    0.000    0.000    0.000    0.000 match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:2004(BatchedDot)
        1    0.000    0.000    0.000    0.000 _clear_border.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:120(_is_python_source_dir)
        9    0.000    0.000    0.000    0.000 function_module.py:1605(<listcomp>)
        3    0.000    0.000    0.000    0.000 basic.py:1285(__init__)
        1    0.000    0.000    0.000    0.000 six.py:819(with_metaclass)
        1    0.000    0.000    0.000    0.000 feedparser.py:46(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 nnet.py:928(CrossentropySoftmaxArgmax1HotWithBias)
        4    0.000    0.000    0.000    0.000 mode.py:261(__init__)
        1    0.000    0.000    0.000    0.000 sharedvalue.py:21(SharedVariable)
        1    0.000    0.000    0.000    0.000 interface.py:633(IdentityOperator)
        1    0.000    0.000    0.000    0.000 array.py:150(__init__)
       10    0.000    0.000    0.000    0.000 function_module.py:1469(<listcomp>)
        6    0.000    0.000    0.000    0.000 version.py:302(__init__)
        2    0.000    0.000    0.003    0.002 theano_backend.py:569(argmax)
        1    0.000    0.000    0.000    0.000 camera.py:2895(_set_exposure_compensation)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 shape_base.py:364(_Recurser)
        1    0.000    0.000    0.000    0.000 camera.py:2573(_set_brightness)
        1    0.000    0.000    0.000    0.000 core.py:6255(__new__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1998(__invert__)
        4    0.000    0.000    0.000    0.000 __init__.py:286(wrap)
        1    0.000    0.000    0.000    0.000 mmal.py:411(MMAL_CLOCK_EVENT_T)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3181(parseImpl)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:369(beta_gen)
        1    0.000    0.000    0.000    0.000 arpack.py:968(IterOpInv)
        4    0.000    0.000    0.002    0.000 opt.py:415(register)
        1    0.000    0.000    0.001    0.001 _multivariate.py:344(__init__)
        1    0.000    0.000    0.005    0.005 opt.py:61(_fill_chain)
        1    0.000    0.000    0.000    0.000 optimize.py:75(OptimizeResult)
        1    0.000    0.000    0.000    0.000 misc_util.py:316(terminal_has_colors)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2118(genextreme_gen)
        1    0.000    0.000    0.000    0.000 mmal.py:1315(MMAL_PARAMETER_CAMERA_RX_TIMING_T)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 numeric.py:3075(_setdef)
        7    0.000    0.000    0.000    0.000 rcsetup.py:290(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:774(__getitem__)
        1    0.000    0.000    0.000    0.000 nosetester.py:110(NoseTester)
        1    0.000    0.000    0.000    0.000 blas.py:1791(Dot22Scalar)
        1    0.000    0.000    0.000    0.000 test_dimension_scales.py:56(TestH5DSBindings)
        1    0.000    0.000    0.000    0.000 camera.py:2516(_set_saturation)
        2    0.000    0.000    0.000    0.000 rcsetup.py:193(validate_axisbelow)
       24    0.000    0.000    0.000    0.000 theano_backend.py:364(update)
        2    0.000    0.000    0.000    0.000 configdefaults.py:1813(filter_base_compiledir)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 _geometric.py:715(AffineTransform)
        6    0.000    0.000    0.000    0.000 opt.py:744(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method tmp_bs6jo0x.mc1fca6e4908c72c37c60319ba6d3f98ab7eb5d8f7203963aed84e967c952ebc6.instantiate}
        1    0.000    0.000    0.000    0.000 basic.py:4139(Join)
        1    0.000    0.000    0.000    0.000 colors.py:395(Colormap)
        1    0.000    0.000    0.000    0.000 sputils.py:254(IndexMixin)
        3    0.000    0.000    0.023    0.008 mimetypes.py:325(add_type)
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 calendar.py:127(Calendar)
        1    0.000    0.000    0.000    0.000 pool.py:2054(MaxPoolRop)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:50(non_reentrant)
        1    0.000    0.000    0.000    0.000 interpolate.py:1847(NdPPoly)
        2    0.000    0.000    0.003    0.001 _version.py:148(__gt__)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 _geometric.py:495(ProjectiveTransform)
        4    0.000    0.000    0.000    0.000 subtensor.py:2276(__init__)
        1    0.000    0.000    0.000    0.000 blas_c.py:315(CGer)
        1    0.000    0.000    0.000    0.000 encoders.py:445(MMALBufferAlphaStrip)
        4    0.000    0.000    0.000    0.000 {built-in method tmps4hz2gpv.mb9e0afe7a941243802ae83aadc0560135963282d1094d405d28e596f58be6d91.instantiate}
        1    0.000    0.000    0.000    0.000 tempfile.py:555(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        2    0.000    0.000    0.000    0.000 fractions.py:447(_div)
      3/2    0.000    0.000    0.000    0.000 models.py:210(convert_custom_objects)
        1    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        1    0.000    0.000    0.000    0.000 colorsys.py:17(<module>)
        7    0.000    0.000    0.000    0.000 platform.py:719(<genexpr>)
        1    0.000    0.000    0.005    0.005 optimizers.py:125(from_config)
        1    0.000    0.000    0.000    0.000 genericpath.py:111(_splitext)
        1    0.000    0.000    0.000    0.000 tempfile.py:275(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 posixpath.py:115(splitext)
        1    0.000    0.000    0.005    0.005 var.py:662(sum)
        1    0.000    0.000    0.000    0.000 synchronize.py:47(SemLock)
        1    0.000    0.000    0.000    0.000 sysconfig.py:407(_init_posix)
        1    0.000    0.000    0.000    0.000 draw3d.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mmal.py:495(MMAL_PARAMETER_STATISTICS_T)
        1    0.000    0.000    0.000    0.000 topology.py:1930(uses_learning_phase)
        1    0.000    0.000    0.000    0.000 error.py:39(HTTPError)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        3    0.000    0.000    0.000    0.000 datetime.py:1838(_create)
        2    0.000    0.000    0.003    0.002 theano_backend.py:629(pow)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 _hungarian.py:10(<module>)
        1    0.000    0.000    0.000    0.000 mmal.py:1683(MMAL_PARAMETER_AUDIO_LATENCY_TARGET_T)
        1    0.000    0.000    0.000    0.000 array.py:624(PiAnalysisOutput)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:762(is_package)
       10    0.000    0.000    0.000    0.000 inspect.py:2744(return_annotation)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        3    0.000    0.000    0.000    0.000 getlimits.py:100(_str_xmax)
        3    0.000    0.000    0.000    0.000 opt.py:3049(local_subtensor_merge)
        1    0.000    0.000    0.000    0.000 null_type.py:5(NullType)
       16    0.000    0.000    0.000    0.000 pyparsing.py:294(__getitem__)
        1    0.000    0.000    0.000    0.000 constructor.py:13(BaseConstructor)
        1    0.000    0.000    0.000    0.000 encoders.py:421(close)
        1    0.000    0.000    0.000    0.000 transforms.py:55(TransformNode)
        1    0.000    0.000    0.000    0.000 __init__.py:1433(Grouper)
        3    0.000    0.000    0.005    0.002 theano_backend.py:357(cast)
        1    0.000    0.000    0.000    0.000 calendar.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 layers.py:762(Recurrent)
        2    0.000    0.000    0.000    0.000 configdefaults.py:106(__init__)
        1    0.000    0.000    0.000    0.000 elemwise.py:1180(CAReduce)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2824(multinomial_gen)
        1    0.000    0.000    0.000    0.000 convolutional_recurrent.py:165(ConvLSTM2D)
       30    0.000    0.000    0.000    0.000 mmalobj.py:1483(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:1001(_MaskedBinaryOperation)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.000    0.000 camera.py:3341(_get_vflip)
        1    0.000    0.000    0.000    0.000 type.py:27(CLinkerType)
        1    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        1    0.000    0.000    0.000    0.000 threading.py:485(Event)
       10    0.000    0.000    0.000    0.000 pfunc.py:400(<listcomp>)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1100(is_valid_check_preallocated_output_param)
        1    0.000    0.000    0.000    0.000 basic.py:401(<listcomp>)
        1    0.000    0.000    0.000    0.000 configparser.py:66(config_files_from_theanorc)
        1    0.000    0.000    0.000    0.000 mmal.py:2055(MMAL_POOL_T)
        1    0.000    0.000    0.000    0.000 data_utils.py:393(SequenceEnqueuer)
        1    0.000    0.000    0.000    0.000 cmodule.py:1887(GCC_compiler)
        1    0.000    0.000    0.000    0.000 _regular_grid.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:83(sysconfig_get_python_lib)
        1    0.000    0.000    0.000    0.000 pool.py:1104(MaxPoolGrad)
       11    0.000    0.000    0.000    0.000 _color_data.py:34(<genexpr>)
        1    0.000    0.000    0.000    0.000 blas.py:208(Gemv)
        1    0.000    0.000    0.000    0.000 platform.py:273(_parse_release_file)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 camera.py:549(_get_ports)
        2    0.000    0.000    0.000    0.000 cc.py:1764(__init__)
        1    0.000    0.000    0.000    0.000 scan_utils.py:1130(scan_args)
        1    0.000    0.000    0.000    0.000 blind_spot.py:246(Vehicle_Detect)
        1    0.000    0.000    0.000    0.000 finite_radon_transform.py:4(<module>)
        1    0.000    0.000    0.000    0.000 nnet.py:43(SoftmaxWithBias)
        3    0.000    0.000    0.000    0.000 blas_c.py:602(__init__)
        1    0.000    0.000    0.000    0.000 optimize.py:1839(Brent)
        1    0.000    0.000    0.000    0.000 interpolate.py:897(PPoly)
       11    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:533(SocketIO)
        1    0.000    0.000    0.003    0.003 version.py:93(StrictVersion)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.can_cast}
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 sysconfig.py:42(_is_python_source_dir)
        3    0.000    0.000    0.000    0.000 basic.py:2713(c_code)
        1    0.000    0.000    0.000    0.000 basic.py:2926(Alloc)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2963(invgamma_gen)
        4    0.000    0.000    0.000    0.000 {built-in method tmp_qsn3up7.m9c8460e641e4be2e9b14bb359945670feb6501593fcd35b890182b3ceb0dcf13.instantiate}
        1    0.000    0.000    0.000    0.000 core.py:530(Lambda)
        6    0.000    0.000    0.000    0.000 basic.py:1767(<listcomp>)
       17    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        1    0.000    0.000    0.000    0.000 ssl.py:361(SSLContext)
        1    0.000    0.000    0.000    0.000 optdb.py:159(Query)
        7    0.000    0.000    0.000    0.000 blas.py:932(infer_shape)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2023(suppress)
        4    0.000    0.000    0.000    0.000 rng_mrg.py:637(<listcomp>)
        1    0.000    0.000    0.000    0.000 link.py:414(Container)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(Manager)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:204(<genexpr>)
        1    0.000    0.000    0.000    0.000 optimizers.py:44(Optimizer)
        4    0.000    0.000    0.000    0.000 {built-in method tmp_50zkfuu.m7c9ed46c1335075ae6b556a3f4df6abfa93d1fd99aa5e9dbfb0e2b71346b59f1.instantiate}
        4    0.000    0.000    0.000    0.000 topology.py:2776(_is_all_none)
        1    0.000    0.000    0.000    0.000 destroyhandler.py:258(DestroyHandler)
        1    0.000    0.000    0.000    0.000 code.py:16(InteractiveInterpreter)
        4    0.000    0.000    0.000    0.000 basic.py:1524(prepare_node)
        1    0.000    0.000    0.000    0.000 mmal.py:1778(MMAL_PARAMETER_BYTES_T)
        2    0.000    0.000    0.000    0.000 mmalobj.py:2019(<listcomp>)
        2    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _multivariate.py:259(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5898(rv_histogram)
        1    0.000    0.000    0.000    0.000 optimizers.py:692(get)
        1    0.000    0.000    0.000    0.000 __init__.py:211(_is_writable_dir)
        1    0.000    0.000    0.001    0.001 pyparsing.py:2743(Regex)
        1    0.000    0.000    0.000    0.000 tempfile.py:598(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 matfuncs.py:219(ProductOperator)
        1    0.000    0.000    0.000    0.000 synchronize.py:115(_make_name)
        1    0.000    0.000    0.000    0.000 cmodule.py:2041(<listcomp>)
        1    0.000    0.000    0.000    0.000 extras.py:1453(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        2    0.000    0.000    0.000    0.000 grey.py:84(pad_for_eccentric_selems)
        1    0.000    0.000    0.000    0.000 ops.py:319(Shape_i)
        3    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
        1    0.000    0.000    0.000    0.000 data.py:152(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 function_module.py:1185(FunctionMaker)
        1    0.000    0.000    0.000    0.000 __init__.py:1155(Stack)
        3    0.000    0.000    0.000    0.000 getlimits.py:104(_str_resolution)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4761(<genexpr>)
        1    0.000    0.000    0.000    0.000 heap.py:189(_free_pending_blocks)
        1    0.000    0.000    0.000    0.000 local.py:15(LocallyConnected1D)
        8    0.000    0.000    0.000    0.000 rng_mrg.py:318(<lambda>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4859(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 case.py:1387(_SubTest)
        5    0.000    0.000    0.000    0.000 fontconfig_pattern.py:157(<listcomp>)
        1    0.000    0.000    0.002    0.002 re.py:215(finditer)
